user_id,movie_id,movie_title,rank,score
PROREVIEW.FR,111,A Desert,5,1.0
PROREVIEW.FR,758,Devil's Game,6,1.0
PROREVIEW.FR,2302,The Strangers: Chapter 2,7,1.0
PROREVIEW.FR,41,The Strangers: Chapter 2,8,1.0
PROREVIEW.FR,129,825 Forest Road,9,1.0
PROREVIEW.FR,1106,The Last Cabin,10,1.0
PTV2,2475,Barron's Cove,1,1.0
PTV2,1163,Highest 2 Lowest,2,1.0
PTV2,19,Highest 2 Lowest,3,1.0
PTV2,2512,King Ivory,4,1.0
PTV2,930,NXT Vengeance Day 2026,5,1.0
PTV2,1885,Joker,6,1.0
PTV2,1993,El Camino: A Breaking Bad Movie,7,1.0
PTV2,1945,Running with the Devil,8,1.0
PTV2,1539,A Most Violent Year,9,1.0
PTV2,1541,Nightcrawler,10,1.0
Patricia Miller,329,Song Sung Blue,1,1.0
Patricia Miller,2036,The Smashing Machine,2,0.778
Patricia Miller,12,Train Dreams,3,0.768
Patricia Miller,2281,The Threesome,4,0.753
Patricia Miller,392,The Perfect Neighbor,5,0.738
Patricia Miller,559,A Friend of Dorothy,6,0.73
Patricia Miller,232,"Sorry, Baby",7,0.708
Patricia Miller,2255,Wicked: For Good,8,0.706
Patricia Miller,92,The Roses,9,0.705
Patricia Miller,101,Jane Austen's Period Drama,10,0.7
Patrick E. Abe,24,Escape from L.A.,1,1.0
Patrick E. Abe,1598,Terminator 2: Judgment Day,2,1.0
Patrick E. Abe,1621,Terminator 3: Rise of the Machines,3,1.0
Patrick E. Abe,1510,The Terminator,4,1.0
Patrick E. Abe,2209,V for Vendetta,5,1.0
Patrick E. Abe,873,Doomsday,6,0.999
Patrick E. Abe,148,Death Race,7,0.999
Patrick E. Abe,1959,Terminator Salvation,8,0.999
Patrick E. Abe,1911,In Time,9,0.999
Patrick E. Abe,635,Universal Soldier: Day of Reckoning,10,0.999
Paul Songer,1690,Valerian and the City of a Thousand Planets,1,1.0
Paul Songer,1631,Avengers: Infinity War,2,1.0
Paul Songer,1671,Ready Player One,3,1.0
Paul Songer,1630,Avengers: Endgame,4,1.0
Paul Songer,1457,Star Wars: The Rise of Skywalker,5,1.0
Paul Songer,1381,Star Wars: The Force Awakens,6,1.0
Paul Songer,47,The Hunger Games: Catching Fire,7,1.0
Paul Songer,1927,Jurassic World Dominion,8,1.0
Paul Songer,2179,Journey 2: The Mysterious Island,9,1.0
Paul Songer,48,Iron Man 2,10,1.0
Payador,2591,Soul on Fire,1,1.0
Payador,27,H Is for Hawk,2,1.0
Payador,555,I Was Honey Boo Boo,3,1.0
Payador,2474,The Thing with Feathers,4,1.0
Payador,130,Urchin,5,1.0
Payador,1727,The Chronology of Water,6,1.0
Payador,17,Steve,7,1.0
Payador,315,Anemone,8,1.0
Payador,467,Goodbye June,9,1.0
Payador,1360,Anemone,10,1.0
Pcorn'n'Spectacle,1628,The Flash,1,1.0
Pcorn'n'Spectacle,2312,Godzilla x Kong: The New Empire,2,1.0
Pcorn'n'Spectacle,2486,Venom: The Last Dance,3,1.0
Pcorn'n'Spectacle,2265,Furiosa: A Mad Max Saga,4,1.0
Pcorn'n'Spectacle,1923,Black Panther: Wakanda Forever,5,1.0
Pcorn'n'Spectacle,2234,Avatar: The Way of Water,6,1.0
Pcorn'n'Spectacle,1828,Black Adam,7,1.0
Pcorn'n'Spectacle,1973,Everything Everywhere All at Once,8,1.0
Pcorn'n'Spectacle,2650,Thunderbolts*,9,1.0
Pcorn'n'Spectacle,678,Predator: Badlands,10,1.0
PeaceMeal,21,Icefall,1,1.0
PeaceMeal,2213,Play Dirty,2,1.0
PeaceMeal,1490,Blackhat,3,0.998
PeaceMeal,1991,Blitz,4,0.997
PeaceMeal,2219,Jack Reacher,5,0.989
PeaceMeal,2205,Americana,6,0.979
PeaceMeal,126,The Death and Life of Bobby Z,7,0.938
PeaceMeal,2434,The Pickup,8,0.917
PeaceMeal,1036,The Pickup,9,0.917
PeaceMeal,1020,Freaky Tales,10,0.917
Pedro,2418,Echo Valley,1,0.978
Pedro,31,Sharp Corner,2,0.92
Pedro,2373,Jay Kelly,3,0.888
Pedro,2120,The Life of Chuck,4,0.826
Pedro,450,STRAW,5,0.825
Pedro,1954,Project Hail Mary,6,0.816
Pedro,211,Primate,7,0.815
Pedro,213,I Swear,8,0.811
Pedro,2643,Ick,9,0.809
Pedro,644,Night of the Reaper,10,0.809
PenetratorGod,1399,Prisoners,1,1.0
PenetratorGod,1387,The Departed,2,1.0
PenetratorGod,2029,A History of Violence,3,1.0
PenetratorGod,2433,Joker: Folie à Deux,4,1.0
PenetratorGod,2476,Islands,5,1.0
PenetratorGod,54,Night Always Comes,6,1.0
PenetratorGod,450,STRAW,7,1.0
PenetratorGod,1050,Josephine,8,1.0
PenetratorGod,175,Josephine,9,1.0
PenetratorGod,2510,Bound,10,1.0
Penguinatic,341,The Prestige,1,1.0
Penguinatic,2134,Contact,2,0.999
Penguinatic,439,Descendent,3,0.976
Penguinatic,2330,Cloud Atlas,4,0.97
Penguinatic,1567,Ex Machina,5,0.97
Penguinatic,140,To Kill a Wolf,6,0.97
Penguinatic,98,In the Blink of an Eye,7,0.97
Penguinatic,2321,In the Blink of an Eye,8,0.97
Penguinatic,1600,War for the Planet of the Apes,9,0.97
Penguinatic,1613,The Martian,10,0.97
Per Gunnar Jonsson,2001,Spider-Man: Across the Spider-Verse,1,0.448
Per Gunnar Jonsson,1661,Spider-Man: Into the Spider-Verse,2,0.442
Per Gunnar Jonsson,1381,Star Wars: The Force Awakens,3,0.437
Per Gunnar Jonsson,48,Iron Man 2,4,0.432
Per Gunnar Jonsson,1496,TRON: Legacy,5,0.431
Per Gunnar Jonsson,2179,Journey 2: The Mysterious Island,6,0.431
Per Gunnar Jonsson,2636,Waterworld,7,0.428
Per Gunnar Jonsson,1902,The Hobbit: An Unexpected Journey,8,0.426
Per Gunnar Jonsson,2336,The Lord of the Rings: The War of the Rohirrim,9,0.426
Per Gunnar Jonsson,1631,Avengers: Infinity War,10,0.425
Percy,592,The Land Before Time,1,0.988
Percy,604,Alice in Wonderland,2,0.988
Percy,1596,The Jungle Book,3,0.988
Percy,2515,The Jungle Book,4,0.987
Percy,2317,How to Train Your Dragon 2,5,0.986
Percy,2297,Shrek the Third,6,0.986
Percy,1814,The Nutcracker and the Four Realms,7,0.984
Percy,2174,The Legend of Ochi,8,0.983
Percy,2609,Descendants: The Rise of Red,9,0.983
Percy,253,How to Train Your Dragon,10,0.983
Peter McGinn,1667,Arrival,1,0.522
Peter McGinn,74,Elio,2,0.517
Peter McGinn,1544,Whiplash,3,0.504
Peter McGinn,2249,Dog Man,4,0.497
Peter McGinn,2554,Spy Kids 2: The Island of Lost Dreams,5,0.496
Peter McGinn,223,40 Acres,6,0.492
Peter McGinn,1797,A Shaun the Sheep Movie: Farmageddon,7,0.492
Peter McGinn,1725,Tarzan,8,0.491
Peter McGinn,126,The Death and Life of Bobby Z,9,0.49
Peter McGinn,2075,The Bad Guys,10,0.49
Peter89Spencer,1860,The Angry Birds Movie 2,1,0.552
Peter89Spencer,225,Sketch,2,0.533
Peter89Spencer,1874,The Peanut Butter Falcon,3,0.528
Peter89Spencer,1840,Trolls World Tour,4,0.527
Peter89Spencer,1494,The Man from U.N.C.L.E.,5,0.525
Peter89Spencer,1380,Kung Fu Panda 3,6,0.524
Peter89Spencer,62,Shrek Forever After,7,0.522
Peter89Spencer,1018,In Your Dreams,8,0.52
Peter89Spencer,1161,The SpongeBob Movie: Search for SquarePants,9,0.52
Peter89Spencer,2455,In Your Dreams,10,0.518
Phenomenal2413,1042,Stans,1,1.0
Phenomenal2413,473,Bono: Stories of Surrender,2,1.0
Phenomenal2413,1329,Music Box: Happy and You Know It,3,1.0
Phenomenal2413,600,"The Rise of the Red Hot Chili Peppers: Our Brother, Hillel",4,1.0
Phenomenal2413,835,Corey Feldman vs. the World,5,1.0
Phenomenal2413,210,Lilith Fair: Building a Mystery,6,1.0
Phenomenal2413,549,Depeche Mode: M,7,1.0
Phenomenal2413,228,TWST / Things We Said Today,8,1.0
Phenomenal2413,787,Music Box: Happy and You Know It,9,1.0
Phenomenal2413,811,Bowie: The Final Act,10,1.0
Pierre_D,2508,Civil War,1,1.0
Pierre_D,1939,Greyhound,2,1.0
Pierre_D,1520,Fury,3,1.0
Pierre_D,2406,Relay,4,0.999
Pierre_D,1818,12 Strong,5,0.999
Pierre_D,1304,Rust,6,0.999
Pierre_D,1985,Rust,7,0.999
Pierre_D,2059,Rise of the Planet of the Apes,8,0.998
Pierre_D,1681,Blade Runner 2049,9,0.998
Pierre_D,1680,Venom,10,0.998
PirateQueen007,964,V/H/S/Halloween,1,1.0
PirateQueen007,981,"Silent Night, Deadly Night",2,0.991
PirateQueen007,2085,"Silent Night, Deadly Night",3,0.991
PirateQueen007,763,28 Years Later: The Bone Temple,4,0.991
PirateQueen007,102,28 Years Later: The Bone Temple,5,0.991
PirateQueen007,703,Grizzly Night,6,0.991
PirateQueen007,1293,28 Years Later: The Bone Temple,7,0.991
PirateQueen007,538,Send Help,8,0.991
PirateQueen007,46,Grizzly Night,9,0.991
PirateQueen007,648,Sinners,10,0.991
Pokemonfan,1842,The Little Mermaid,1,1.0
Pokemonfan,1549,The Princess Bride,2,0.969
Pokemonfan,2300,Aladdin,3,0.961
Pokemonfan,1780,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",4,0.96
Pokemonfan,898,City of Ember,5,0.96
Pokemonfan,1664,Percy Jackson & the Olympians: The Lightning Thief,6,0.96
Pokemonfan,1924,The Twilight Saga: Breaking Dawn - Part 1,7,0.959
Pokemonfan,897,Labyrinth,8,0.959
Pokemonfan,823,Return to Oz,9,0.959
Pokemonfan,1979,Wish Dragon,10,0.953
PolyWogg,1474,The Amazing Spider-Man,1,1.0
PolyWogg,1580,Inception,2,1.0
PolyWogg,1910,Man of Steel,3,1.0
PolyWogg,2138,Iron Man 3,4,1.0
PolyWogg,2140,Pacific Rim,5,1.0
PolyWogg,1488,Avatar,6,1.0
PolyWogg,1386,2012,7,1.0
PolyWogg,773,X-Men: Days of Future Past,8,1.0
PolyWogg,80,The Amazing Spider-Man 2,9,1.0
PolyWogg,1418,Divergent,10,1.0
Popotamus,1342,If I Had Legs I'd Kick You,1,1.0
Popotamus,315,Anemone,2,1.0
Popotamus,2401,The Penguin Lessons,3,1.0
Popotamus,1253,Steve,4,1.0
Popotamus,85,After the Hunt,5,1.0
Popotamus,539,Loynes,6,1.0
Popotamus,12,Train Dreams,7,1.0
Popotamus,1197,Train Dreams,8,1.0
Popotamus,20,Mr. Burton,9,1.0
Popotamus,2322,Die My Love,10,1.0
PorterUk,691,Stiller & Meara: Nothing Is Lost,1,1.0
PorterUk,615,Gaza: Doctors Under Attack,2,1.0
PorterUk,1353,Titanic: The Digital Resurrection,3,1.0
PorterUk,1345,A Want in Her,4,1.0
PorterUk,432,The Age of Disclosure,5,1.0
PorterUk,544,Untold: The Fall of Favre,6,1.0
PorterUk,548,Dakar: Race Against the Desert,7,1.0
PorterUk,560,American Thunder: NASCAR to Le Mans,8,1.0
PorterUk,599,Implosion: The Titanic Sub Disaster,9,1.0
PorterUk,1336,Armed Only with a Camera: The Life and Death of Brent Renaud,10,1.0
Potential Kermode,1975,Knives Out,1,0.998
Potential Kermode,2194,The Sixth Sense,2,0.937
Potential Kermode,1773,Ralph Breaks the Internet,3,0.934
Potential Kermode,1579,Batman Begins,4,0.924
Potential Kermode,360,Shutter Island,5,0.909
Potential Kermode,2359,Raiders of the Lost Ark,6,0.884
Potential Kermode,1570,Sleepy Hollow,7,0.879
Potential Kermode,341,The Prestige,8,0.875
Potential Kermode,2411,Here Comes the Boom,9,0.854
Potential Kermode,1885,Joker,10,0.837
Poverty23,928,The Fantastic 4: First Steps,1,1.0
Poverty23,2363,Superman,2,1.0
Poverty23,1607,Guardians of the Galaxy Vol. 2,3,0.997
Poverty23,2015,Venom: Let There Be Carnage,4,0.997
Poverty23,2068,The Matrix Resurrections,5,0.997
Poverty23,1948,Eternals,6,0.997
Poverty23,2017,Infinite,7,0.997
Poverty23,91,Ant-Man,8,0.997
Poverty23,2488,Transformers: Age of Extinction,9,0.997
Poverty23,2049,The Marvels,10,0.997
Prabu_CR7,907,Bride Hard,1,1.0
Prabu_CR7,2464,Bride Hard,2,1.0
Prabu_CR7,1221,Ready or Not: Here I Come,3,0.942
Prabu_CR7,89,Ready or Not: Here I Come,4,0.942
Prabu_CR7,1113,Ready or Not: Here I Come,5,0.942
Prabu_CR7,21,Icefall,6,0.916
Prabu_CR7,2213,Play Dirty,7,0.916
Prabu_CR7,2167,California King,8,0.906
Prabu_CR7,1709,Afterburn,9,0.906
Prabu_CR7,430,Code 3,10,0.906
Pratik Ghare,678,Predator: Badlands,1,1.0
Pratik Ghare,2486,Venom: The Last Dance,2,1.0
Pratik Ghare,2312,Godzilla x Kong: The New Empire,3,1.0
Pratik Ghare,2265,Furiosa: A Mad Max Saga,4,1.0
Pratik Ghare,1628,The Flash,5,1.0
Pratik Ghare,2092,Ant-Man and the Wasp: Quantumania,6,1.0
Pratik Ghare,1828,Black Adam,7,1.0
Pratik Ghare,1973,Everything Everywhere All at Once,8,1.0
Pratik Ghare,2234,Avatar: The Way of Water,9,1.0
Pratik Ghare,1923,Black Panther: Wakanda Forever,10,1.0
Precious Ajomole,1157,Weapons,1,1.0
Precious Ajomole,2651,HIM,2,1.0
Precious Ajomole,554,Project MKHEXE,3,1.0
Precious Ajomole,2669,Until Dawn,4,1.0
Precious Ajomole,220,Weapons,5,1.0
Precious Ajomole,2601,Hell House LLC: Lineage,6,1.0
Precious Ajomole,642,Until Dawn,7,1.0
Precious Ajomole,146,Keeper,8,1.0
Precious Ajomole,1335,Fear Street: Prom Queen,9,1.0
Precious Ajomole,2505,Pig Hill,10,1.0
PretzelPunk,537,We Bury the Dead,1,1.0
PretzelPunk,1187,The Strangers: Chapter 3,2,1.0
PretzelPunk,1165,The Strangers: Chapter 3,3,1.0
PretzelPunk,40,The Strangers: Chapter 3,4,1.0
PretzelPunk,822,Primate,5,1.0
PretzelPunk,211,Primate,6,1.0
PretzelPunk,1032,Bury the Devil,7,1.0
PretzelPunk,1337,He's Watching You,8,1.0
PretzelPunk,462,Bury the Devil,9,1.0
PretzelPunk,323,He's Watching You,10,1.0
Pringo,1709,Afterburn,1,1.0
Pringo,1216,Mike & Nick & Nick & Alice,2,0.993
Pringo,2451,Mike & Nick & Nick & Alice,3,0.993
Pringo,901,Mike & Nick & Nick & Alice,4,0.993
Pringo,245,Hoppers,5,0.953
Pringo,1094,Nirvanna the Band the Show the Movie,6,0.951
Pringo,2509,Nirvanna the Band the Show the Movie,7,0.951
Pringo,1981,Free Guy,8,0.951
Pringo,1862,All About the Money,9,0.95
Pringo,1494,The Man from U.N.C.L.E.,10,0.949
Prodank,2031,The Menu,1,0.894
Prodank,1365,Groundhog Day,2,0.884
Prodank,1877,Once Upon a Time... in Hollywood,3,0.867
Prodank,1890,Creed II,4,0.797
Prodank,1541,Nightcrawler,5,0.788
Prodank,2579,Coming to America,6,0.786
Prodank,2102,Drive,7,0.784
Prodank,2066,Dark Shadows,8,0.782
Prodank,1726,The Truman Show,9,0.779
Prodank,1754,Lady Bird,10,0.775
Przemko84,607,Snoopy Presents: A Summer Musical,1,0.956
Przemko84,1932,Soul,2,0.94
Przemko84,2206,Smurfs,3,0.916
Przemko84,338,Light of the World,4,0.916
Przemko84,117,The Iron Giant,5,0.916
Przemko84,1315,The King of Kings,6,0.911
Przemko84,2567,The King of Kings,7,0.911
Przemko84,956,The King of Kings,8,0.911
Przemko84,2087,KPop Demon Hunters,9,0.911
Przemko84,2431,Slide,10,0.911
PuMa2006,450,STRAW,1,1.0
PuMa2006,2476,Islands,2,1.0
PuMa2006,1050,Josephine,3,1.0
PuMa2006,175,Josephine,4,1.0
PuMa2006,2433,Joker: Folie à Deux,5,1.0
PuMa2006,1399,Prisoners,6,1.0
PuMa2006,2102,Drive,7,1.0
PuMa2006,1387,The Departed,8,0.999
PuMa2006,2029,A History of Violence,9,0.999
PuMa2006,2510,Bound,10,0.999
Pureception,1022,Lookout,1,1.0
Pureception,722,Lookout,2,1.0
Pureception,1571,Signs,3,1.0
Pureception,1420,The Purge,4,0.999
Pureception,1942,A Quiet Place Part II,5,0.999
Pureception,183,Subservience,6,0.999
Pureception,2507,The A-Frame,7,0.999
Pureception,2576,Site,8,0.999
Pureception,2045,The Long Walk,9,0.999
Pureception,277,Affection,10,0.999
Purnell,31,Sharp Corner,1,1.0
Purnell,213,I Swear,2,0.899
Purnell,692,Unknown Number: The High School Catfish,3,0.894
Purnell,2610,Neighborhood Watch,4,0.85
Purnell,2418,Echo Valley,5,0.841
Purnell,2243,The Man in My Basement,6,0.778
Purnell,729,Andrew Santino: White Noise,7,0.773
Purnell,88,Swiped,8,0.761
Purnell,397,In Search of Darkness: 1995-1999,9,0.76
Purnell,831,I'm Chevy Chase and You're Not,10,0.735
Purplehearts,1974,Sick for Toys,1,1.0
Purplehearts,1775,From a House on Willow Street,2,1.0
Purplehearts,913,Pretty Boy,3,1.0
Purplehearts,2109,Pretty Boy,4,1.0
Purplehearts,1961,Mutilator 2,5,1.0
Purplehearts,2164,Cobweb,6,1.0
Purplehearts,273,Evil Dead,7,1.0
Purplehearts,843,Mama,8,1.0
Purplehearts,2200,Salem's Lot,9,1.0
Purplehearts,2648,Brute 1976,10,1.0
Pythonesque,2234,Avatar: The Way of Water,1,1.0
Pythonesque,1923,Black Panther: Wakanda Forever,2,1.0
Pythonesque,1828,Black Adam,3,1.0
Pythonesque,1628,The Flash,4,1.0
Pythonesque,2092,Ant-Man and the Wasp: Quantumania,5,1.0
Pythonesque,2083,Spider-Man: No Way Home,6,1.0
Pythonesque,2027,The Tomorrow War,7,1.0
Pythonesque,2486,Venom: The Last Dance,8,1.0
Pythonesque,2312,Godzilla x Kong: The New Empire,9,1.0
Pythonesque,2265,Furiosa: A Mad Max Saga,10,1.0
QuarkKent,2225,A Quiet Place: Day One,1,1.0
QuarkKent,509,V/H/S/Beyond,2,1.0
QuarkKent,286,28 Years Later,3,1.0
QuarkKent,1295,Never Blink,4,1.0
QuarkKent,1320,28 Years Later,5,1.0
QuarkKent,239,Companion,6,1.0
QuarkKent,291,Never Blink,7,1.0
QuarkKent,2425,28 Years Later,8,1.0
QuarkKent,1293,28 Years Later: The Bone Temple,9,1.0
QuarkKent,763,28 Years Later: The Bone Temple,10,1.0
RADIO1'S MR. MOVIE!-MAD AMI 🌠,1787,The Batman,1,1.0
RADIO1'S MR. MOVIE!-MAD AMI 🌠,1856,Doctor Strange in the Multiverse of Madness,2,0.947
RADIO1'S MR. MOVIE!-MAD AMI 🌠,1981,Free Guy,3,0.906
RADIO1'S MR. MOVIE!-MAD AMI 🌠,1920,The Super Mario Bros. Movie,4,0.901
RADIO1'S MR. MOVIE!-MAD AMI 🌠,2075,The Bad Guys,5,0.84
RADIO1'S MR. MOVIE!-MAD AMI 🌠,1696,Barbie,6,0.819
RADIO1'S MR. MOVIE!-MAD AMI 🌠,2108,Glass Onion: A Knives Out Mystery,7,0.807
RADIO1'S MR. MOVIE!-MAD AMI 🌠,2097,Don't Look Up,8,0.771
RADIO1'S MR. MOVIE!-MAD AMI 🌠,1685,Cruella,9,0.767
RADIO1'S MR. MOVIE!-MAD AMI 🌠,1500,Kingsman: The Secret Service,10,0.767
RG9400,172,GOAT,1,0.835
RG9400,2278,The SpongeBob Movie: Search for SquarePants,2,0.756
RG9400,2494,Is This Thing On?,3,0.653
RG9400,2266,Freaky Tales,4,0.628
RG9400,1709,Afterburn,5,0.613
RG9400,2325,The Naked Gun,6,0.606
RG9400,1221,Ready or Not: Here I Come,7,0.59
RG9400,1113,Ready or Not: Here I Come,8,0.59
RG9400,2434,The Pickup,9,0.586
RG9400,1216,Mike & Nick & Nick & Alice,10,0.58
RNDMRS,2101,The Great Gatsby,1,0.97
RNDMRS,1622,Me Before You,2,0.97
RNDMRS,1606,The Secret Scripture,3,0.97
RNDMRS,1786,Revolutionary Road,4,0.97
RNDMRS,1682,Fifty Shades Freed,5,0.97
RNDMRS,1825,Atonement,6,0.97
RNDMRS,2019,Our Friend,7,0.97
RNDMRS,1960,10 Things We Should Do Before We Break Up,8,0.97
RNDMRS,1826,Pride & Prejudice,9,0.97
RNDMRS,1522,Closer,10,0.97
ROBLOX,1183,The Strangers: Chapter 3,1,1.0
ROBLOX,537,We Bury the Dead,2,1.0
ROBLOX,1165,The Strangers: Chapter 3,3,1.0
ROBLOX,2301,The Strangers: Chapter 3,4,1.0
ROBLOX,323,He's Watching You,5,1.0
ROBLOX,376,Jitters,6,1.0
ROBLOX,822,Primate,7,1.0
ROBLOX,211,Primate,8,1.0
ROBLOX,717,The Grieving,9,1.0
ROBLOX,914,The Strangers: Chapter 3,10,1.0
RSula,1119,Another Simple Favor,1,1.0
RSula,2498,Honey Don't!,2,0.947
RSula,1590,Home Sweet Hell,3,0.92
RSula,621,Snatchers,4,0.919
RSula,476,Hostages,5,0.919
RSula,349,The Dinner Plan,6,0.919
RSula,1111,The Dinner Plan,7,0.919
RSula,1076,Hostages,8,0.919
RSula,1156,The Dinner Plan,9,0.919
RSula,1069,Vulcanizadora,10,0.912
RT19,2670,Sinners,1,1.0
RT19,307,The Sound,2,1.0
RT19,1986,Route 666,3,1.0
RT19,414,Killer Whale,4,0.993
RT19,960,Killer Whale,5,0.993
RT19,2626,Monster Island,6,0.991
RT19,480,Forgive Us All,7,0.991
RT19,591,Monster Island,8,0.991
RT19,159,They Will Kill You,9,0.99
RT19,236,Night Patrol,10,0.99
Rachills + Thrills,149,Somnium,1,1.0
Rachills + Thrills,2045,The Long Walk,2,0.999
Rachills + Thrills,277,Affection,3,0.999
Rachills + Thrills,2576,Site,4,0.999
Rachills + Thrills,2400,The Astronaut,5,0.999
Rachills + Thrills,2507,The A-Frame,6,0.999
Rachills + Thrills,183,Subservience,7,0.999
Rachills + Thrills,1942,A Quiet Place Part II,8,0.999
Rachills + Thrills,1420,The Purge,9,0.998
Rachills + Thrills,275,Honey Bunch,10,0.998
Ragnar Danneskjöld,175,Josephine,1,1.0
Ragnar Danneskjöld,1050,Josephine,2,1.0
Ragnar Danneskjöld,450,STRAW,3,1.0
Ragnar Danneskjöld,54,Night Always Comes,4,1.0
Ragnar Danneskjöld,2476,Islands,5,1.0
Ragnar Danneskjöld,2433,Joker: Folie à Deux,6,1.0
Ragnar Danneskjöld,2511,Saltburn,7,1.0
Ragnar Danneskjöld,1399,Prisoners,8,0.999
Ragnar Danneskjöld,2102,Drive,9,0.999
Ragnar Danneskjöld,1387,The Departed,10,0.999
Rainbow1710,2213,Play Dirty,1,1.0
Rainbow1710,21,Icefall,2,1.0
Rainbow1710,1490,Blackhat,3,0.993
Rainbow1710,1991,Blitz,4,0.989
Rainbow1710,2205,Americana,5,0.965
Rainbow1710,2219,Jack Reacher,6,0.955
Rainbow1710,223,40 Acres,7,0.915
Rainbow1710,2031,The Menu,8,0.904
Rainbow1710,126,The Death and Life of Bobby Z,9,0.902
Rainbow1710,229,Doctor Plague,10,0.899
Ralph und Angi,2167,California King,1,1.0
Ralph und Angi,2434,The Pickup,2,1.0
Ralph und Angi,280,"Oh, Hi!",3,1.0
Ralph und Angi,2325,The Naked Gun,4,1.0
Ralph und Angi,1036,The Pickup,5,1.0
Ralph und Angi,931,"Oh, Hi!",6,1.0
Ralph und Angi,1020,Freaky Tales,7,1.0
Ralph und Angi,2266,Freaky Tales,8,1.0
Ralph und Angi,1153,The Naked Gun,9,1.0
Ralph und Angi,1196,"Oh, Hi!",10,1.0
RalphRahal,223,40 Acres,1,0.478
RalphRahal,126,The Death and Life of Bobby Z,2,0.471
RalphRahal,21,Icefall,3,0.467
RalphRahal,1991,Blitz,4,0.467
RalphRahal,2213,Play Dirty,5,0.467
RalphRahal,1490,Blackhat,6,0.467
RalphRahal,2554,Spy Kids 2: The Island of Lost Dreams,7,0.466
RalphRahal,2219,Jack Reacher,8,0.464
RalphRahal,1941,Despicable Me 4,9,0.462
RalphRahal,2327,Went Up the Hill,10,0.461
Ranchpig,370,The Phoenician Scheme,1,1.0
Ranchpig,922,The Phoenician Scheme,2,1.0
Ranchpig,1685,Cruella,3,1.0
Ranchpig,1500,Kingsman: The Secret Service,4,0.962
Ranchpig,1372,We're the Millers,5,0.92
Ranchpig,1623,Vacation,6,0.92
Ranchpig,861,Harold & Kumar Escape from Guantanamo Bay,7,0.92
Ranchpig,601,White Chicks,8,0.92
Ranchpig,1696,Barbie,9,0.92
Ranchpig,1188,Psycho Therapy: The Shallow Tale of a Writer Who Decided to Write About a Serial Killer,10,0.919
Rando,1798,The Conjuring: The Devil Made Me Do It,1,1.0
Rando,1150,Holy Ghost,2,1.0
Rando,1171,The Home,3,1.0
Rando,718,Holy Ghost,4,1.0
Rando,1104,Holy Ghost,5,1.0
Rando,1124,The Home,6,1.0
Rando,2660,The Household,7,1.0
Rando,2386,The Dogs,8,1.0
Rando,2002,Don't Log Off,9,1.0
Rando,261,Bone Lake,10,1.0
Random123gthtyt,747,The More the Merrier,1,1.0
Random123gthtyt,728,A Royal Montana Christmas,2,0.995
Random123gthtyt,1330,A Royal Montana Christmas,3,0.995
Random123gthtyt,1736,Eternal Sunshine of the Spotless Mind,4,0.995
Random123gthtyt,789,Pillion,5,0.995
Random123gthtyt,2169,The History of Sound,6,0.995
Random123gthtyt,1154,A Merry Little Ex-Mas,7,0.995
Random123gthtyt,1107,The Best You Can,8,0.995
Random123gthtyt,1062,My Oxford Year,9,0.995
Random123gthtyt,330,Ruth & Boaz,10,0.995
Randy_10,1099,Titan: The OceanGate Submersible Disaster,1,1.0
Randy_10,608,Trainwreck: Poop Cruise,2,1.0
Randy_10,547,Yanuni,3,0.996
Randy_10,1286,Yanuni,4,0.996
Randy_10,899,Diabolical - The Epstein Files,5,0.963
Randy_10,98,In the Blink of an Eye,6,0.958
Randy_10,444,Ice Skater,7,0.958
Randy_10,494,Clika,8,0.958
Randy_10,218,"""Wuthering Heights""",9,0.958
Randy_10,489,I Can Only Imagine 2,10,0.958
RappScallion73,2487,Marshmallow,1,1.0
RappScallion73,2643,Ick,2,1.0
RappScallion73,297,Jimmy and Stiggs,3,1.0
RappScallion73,1215,Ick,4,1.0
RappScallion73,1318,It Ends,5,1.0
RappScallion73,2505,Pig Hill,6,1.0
RappScallion73,2292,Fear Street: Prom Queen,7,1.0
RappScallion73,437,It Ends,8,1.0
RappScallion73,554,Project MKHEXE,9,1.0
RappScallion73,146,Keeper,10,1.0
RayTaylorhome,15,A Big Bold Beautiful Journey,1,1.0
RayTaylorhome,352,The Last Rodeo,2,0.953
RayTaylorhome,2155,Peaky Blinders: The Immortal Man,3,0.896
RayTaylorhome,533,My Mom Jayne,4,0.852
RayTaylorhome,230,The Wrong Paris,5,0.85
RayTaylorhome,1985,Rust,6,0.848
RayTaylorhome,232,"Sorry, Baby",7,0.837
RayTaylorhome,290,The Mastermind,8,0.833
RayTaylorhome,2643,Ick,9,0.81
RayTaylorhome,2121,Sacramento,10,0.801
Razguul,1245,Hellfire,1,1.0
Razguul,1301,Bring the Law,2,1.0
Razguul,2283,The Bluff,3,1.0
Razguul,95,Bring the Law,4,1.0
Razguul,258,Hellfire,5,1.0
Razguul,358,Protector,6,1.0
Razguul,1327,Hellfire,7,1.0
Razguul,1257,Speed Faster,8,1.0
Razguul,910,Wildcat,9,1.0
Razguul,186,Hunting Grounds,10,1.0
RealZero,2074,The Usual Suspects,1,0.834
RealZero,2058,The Fantastic 4: First Steps,2,0.827
RealZero,1782,The Secret Life of Pets 2,3,0.815
RealZero,1424,Primal Fear,4,0.807
