user_id,movie_id,movie_title,rating,genres_list
Gimly,948,Halloween,6.0,"[""horror"", ""thriller""]"
myke2145,599275,The Smashing Machine,6.0,"[""drama"", ""history""]"
logikloch,1160345,The Souffleur,5.0,"[""drama""]"
Andre Gonzales,343611,Jack Reacher: Never Go Back,8.0,"[""action"", ""thriller"", ""drama"", ""crime""]"
E8948E,1354831,Louis Theroux: Inside the Manosphere,6.0,"[""documentary""]"
littlepuppet2002,1079161,40 Acres,9.0,"[""drama"", ""science fiction"", ""thriller"", ""action""]"
syn_user_00039,1360273,Wildcat,2.0,"[""action"", ""thriller""]"
jeremiah,601,E.T. the Extra-Terrestrial,8.0,"[""science fiction"", ""adventure"", ""family"", ""fantasy""]"
Davezn,1079122,Hostile Takeover,7.0,"[""action"", ""comedy"", ""thriller""]"
Copeland1994,783081,Another Simple Favor,7.0,"[""comedy"", ""thriller"", ""mystery""]"
Sheldon Nylander,475557,Joker,7.0,"[""crime"", ""thriller"", ""drama""]"
emjstout,1005789,Roofman,8.0,"[""crime"", ""drama"", ""comedy""]"
Andre Gonzales,11674,101 Dalmatians,6.0,"[""family"", ""comedy""]"
CinemaSerf,639933,The Northman,7.0,"[""action"", ""adventure"", ""fantasy""]"
AP_CHIN,1355758,Hannah Montana 20th Anniversary Special,6.0,"[""family"", ""music"", ""documentary""]"
MovieGuys,575265,Mission: Impossible - The Final Reckoning,5.0,"[""action"", ""thriller"", ""adventure""]"
Jordyep,1201171,Louis Theroux: The Settlers,7.0,"[""documentary""]"
sgmrphne,1354831,Louis Theroux: Inside the Manosphere,8.0,"[""documentary""]"
RalphRahal,762504,Nope,6.0,"[""horror"", ""science fiction""]"
Chandler Danier,575265,Mission: Impossible - The Final Reckoning,4.0,"[""action"", ""thriller"", ""adventure""]"
Tom Goetz,57158,The Hobbit: The Desolation of Smaug,4.0,"[""fantasy"", ""adventure"", ""action""]"
Rachills + Thrills,1317288,Marty Supreme,10.0,"[""drama""]"
joebananas73,502235,Havoc,6.0,"[""action"", ""thriller"", ""crime"", ""drama""]"
Per Gunnar Jonsson,37724,Skyfall,2.0,"[""action"", ""adventure"", ""thriller""]"
CinemaSerf,103731,Mud,7.0,"[""drama""]"
threespoons,934134,Scream 7,4.0,"[""horror"", ""mystery"", ""crime""]"
extremesh,1307391,Survivor Series: WarGames,5.0,"[""drama"", ""comedy""]"
Scoop20906,853702,Superman,9.0,"[""superhero"", ""science fiction"", ""action"", ""adventure""]"
ArielRodriguez,952389,The King of Kings,7.0,"[""animation"", ""drama"", ""family"", ""fantasy"", ""adventure""]"
moki,7445,Brothers,4.0,"[""drama"", ""thriller"", ""war""]"
syn_user_01120,1361354,Titanic: The Digital Resurrection,6.0,"[""documentary""]"
DrewBlack,1091,The Thing,10.0,"[""horror"", ""mystery"", ""science fiction""]"
Per Gunnar Jonsson,34544,The A-Team,6.0,"[""action"", ""comedy"", ""crime""]"
Farnsworth2,1002828,Friendship,3.0,"[""comedy"", ""drama""]"
syn_user_00607,970909,Ella McCay,6.0,"[""comedy"", ""drama""]"
syn_user_00343,1166945,WWE Clash in Paris 2025,4.0,"[""action""]"
lurch994,1080541,The Wrong Paris,10.0,"[""comedy"", ""romance""]"
syn_user_01252,1193274,Titanic: The Digital Resurrection,5.0,"[""documentary""]"
syn_user_00706,1320394,Tom Segura: Teacher,1.0,"[""comedy""]"
GenerationofSwine,10439,Hocus Pocus,10.0,"[""fantasy"", ""comedy"", ""family""]"
zag,280,Terminator 2: Judgment Day,10.0,"[""action"", ""thriller"", ""science fiction""]"
Copeland1994,556167,Clown in a Cornfield,7.0,"[""horror"", ""mystery"", ""thriller""]"
Gimly,273477,Scouts Guide to the Zombie Apocalypse,3.0,"[""comedy"", ""horror""]"
paldrinc,947485,Fackham Hall,7.0,"[""comedy""]"
Andre Gonzales,330457,Frozen II,8.0,"[""family"", ""animation"", ""adventure"", ""comedy"", ""fantasy""]"
tmdb21730811,346364,It,8.0,"[""horror"", ""thriller"", ""drama""]"
jarvis-5251579,940730,David,8.0,"[""animation"", ""family"", ""musical"", ""drama"", ""music""]"
Pedro,906431,Anniversary,7.0,"[""thriller"", ""drama""]"
kevin2019,1669,The Hunt for Red October,8.0,"[""action"", ""thriller""]"
syn_user_00019,1148794,Space Cadet,6.0,"[""animation"", ""family"", ""science fiction""]"
Nathan,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),7.0,"[""action"", ""crime""]"
syn_user_01156,1121508,The Devil Is Busy,7.0,"[""documentary""]"
TKPNPodcast,755536,Play Dirty,7.0,"[""crime"", ""action"", ""thriller""]"
syn_user_00705,1075286,Primate,4.0,"[""horror"", ""thriller""]"
Courtney,8871,How the Grinch Stole Christmas,7.0,"[""family"", ""comedy"", ""fantasy""]"
Suza,546554,Knives Out,9.0,"[""comedy"", ""crime"", ""mystery""]"
syn_user_00062,1156526,Blame,3.0,"[""documentary""]"
andynagorny,979297,Nuremberg,8.0,"[""history"", ""drama""]"
syn_user_00898,1361132,War Machine,6.0,"[""action"", ""science fiction"", ""thriller""]"
Dax47,181808,Star Wars: The Last Jedi,1.0,"[""adventure"", ""action"", ""science fiction""]"
Manuel São Bento,696506,Mickey 17,7.0,"[""science fiction"", ""comedy"", ""adventure""]"
stormsm,1026879,War Machine,7.0,"[""action"", ""science fiction"", ""thriller""]"
Andre Gonzales,8488,Hitch,10.0,"[""comedy"", ""drama"", ""romance""]"
Wanderless,315837,Ghost in the Shell,7.0,"[""science fiction"", ""drama"", ""action""]"
syn_user_00984,1293724,Sarah Squirm: Live + in the Flesh,2.0,"[""comedy""]"
Manuel São Bento,941109,Play Dirty,3.0,"[""crime""]"
mswift23,1280836,Dracula in Space,4.0,"[""horror""]"
ak85lp,1237183,Ozzy: No Escape from Now,9.0,"[""documentary""]"
hgram,1117195,The Housemaid,7.0,"[""thriller"", ""mystery""]"
YouShouldKnow,624860,The Matrix Resurrections,2.0,"[""science fiction"", ""action"", ""adventure""]"
mswift23,1128543,Good Boy,7.0,"[""thriller"", ""drama"", ""mystery""]"
syn_user_00250,385396,TRON: Ares,6.0,"[""science fiction"", ""adventure"", ""action""]"
miguelreina,1079574,TWST / Things We Said Today,8.0,"[""documentary"", ""music""]"
AlfieSGD,673173,The Life of Chuck,4.0,"[""drama"", ""fantasy""]"
syn_user_00952,1361186,All of You,7.0,"[""drama"", ""romance""]"
RalphRahal,8681,Taken,9.0,"[""action"", ""thriller""]"
CinemaSerf,28,Apocalypse Now,7.0,"[""drama"", ""war""]"
maxxie1227,905524,Freakier Friday,7.0,"[""comedy"", ""family"", ""fantasy""]"
IppeiK,854887,Frankenstein,8.0,"[""drama"", ""horror"", ""fantasy""]"
iltnoob,475557,Joker,10.0,"[""crime"", ""thriller"", ""drama""]"
TheRealMina,203801,The Man from U.N.C.L.E.,10.0,"[""comedy"", ""action"", ""adventure""]"
LadyGreenEyes,447332,A Quiet Place,10.0,"[""horror"", ""drama"", ""science fiction""]"
Manuel São Bento,181812,Star Wars: The Rise of Skywalker,5.0,"[""adventure"", ""action"", ""science fiction""]"
Longbridge158,907496,The Salt Path,9.0,"[""drama""]"
durack,900441,Xeno,4.0,"[""adventure"", ""drama"", ""mystery"", ""science fiction""]"
peacockin,1113031,The Carman Family Deaths,2.0,"[""documentary"", ""crime""]"
The Movie Mob,6977,No Country for Old Men,7.0,"[""crime"", ""thriller"", ""western""]"
r96sk,920,Cars,8.0,"[""animation"", ""adventure"", ""comedy"", ""family""]"
shaneleexcx1234,992825,Five Nights at Freddy's 2,5.0,"[""horror"", ""thriller""]"
Nathan,577922,Tenet,3.0,"[""action"", ""thriller"", ""science fiction""]"
Pythonesque,545611,Everything Everywhere All at Once,4.0,"[""action"", ""adventure"", ""science fiction""]"
mswift23,1080648,7 Days to Hell,5.0,"[""thriller"", ""action""]"
Andre Gonzales,950,Ice Age: The Meltdown,8.0,"[""animation"", ""family"", ""comedy"", ""adventure""]"
hisako,1200902,Depeche Mode: M,8.0,"[""documentary"", ""music""]"
kjrx1,1200309,Untold: The Fall of Favre,6.0,"[""documentary""]"
The Movie Diorama,73723,The Lorax,3.0,"[""animation"", ""family""]"
Andres Gomez,38,Eternal Sunshine of the Spotless Mind,8.0,"[""science fiction"", ""drama"", ""romance""]"
.,515699,Why We’re Here: 15 Years of Rooster Teeth,9.0,"[""documentary""]"
miguelreina,1181658,A Cell Phone Movie,7.0,"[""comedy""]"
justcharlie,952739,Guns Up,3.0,"[""action"", ""comedy"", ""crime""]"
ReviewBot,292275,Now You See Me: Now You Don't,6.0,"[""thriller"", ""crime""]"
Bronson87,908348,Garden of Eden,4.0,"[""horror""]"
CinemaSerf,862,Toy Story,7.0,"[""family"", ""comedy"", ""animation"", ""adventure""]"
miguelmp,1112909,The Family Plan 2,5.0,"[""action"", ""comedy""]"
Dean,1078605,Weapons,10.0,"[""horror"", ""mystery""]"
tmdb15214618,351286,Jurassic World: Fallen Kingdom,2.0,"[""action"", ""adventure"", ""science fiction"", ""thriller""]"
siggi963,926796,Nonnas,7.0,"[""comedy""]"
Senditbyletter,1006226,Predator: Badlands,4.0,"[""science fiction"", ""action"", ""adventure""]"
SonOfOdin,460087,The Fantastic 4: First Steps,7.0,"[""superhero"", ""science fiction"", ""adventure"", ""action""]"
syn_user_00725,1317879,The Boulet Brothers' Holiday of Horrors,5.0,"[""horror"", ""holiday""]"
syn_user_00530,880427,Black Creek,1.0,"[""action"", ""western""]"
Per Gunnar Jonsson,76649,Pompeii,6.0,"[""action"", ""adventure"", ""history"", ""romance"", ""drama""]"
CinemaSerf,122917,The Hobbit: The Battle of the Five Armies,7.0,"[""action"", ""adventure"", ""fantasy""]"
syn_user_00896,1233488,Sharks Up Close with Bertie Gregory,4.0,"[""documentary""]"
AdamMorgan,983466,Jingle Bell Heist,5.0,"[""romance"", ""crime"", ""comedy"", ""holiday""]"
Peter89Spencer,72197,The Pirates! In an Adventure with Scientists!,8.0,"[""animation"", ""adventure"", ""family"", ""comedy""]"
Chandler Danier,541671,Ballerina,6.0,"[""action"", ""thriller"", ""crime""]"
GenerationofSwine,299537,Captain Marvel,1.0,"[""action"", ""adventure"", ""science fiction""]"
Chandler Danier,9426,The Fly,10.0,"[""horror"", ""science fiction""]"
syn_user_00710,1193274,Titanic: The Digital Resurrection,7.0,"[""documentary""]"
MovieGuys,680493,Return to Silent Hill,4.0,"[""mystery"", ""drama"", ""horror""]"
mswift23,854887,Frankenstein,7.0,"[""drama"", ""horror"", ""fantasy""]"
CinemaSerf,84050,Fanny,7.0,"[""drama"", ""romance""]"
Alunauwie,756999,The Black Phone,9.0,"[""horror"", ""thriller""]"
TheRealMina,466420,Killers of the Flower Moon,1.0,"[""crime"", ""history"", ""drama""]"
IncendiaryIndie,419430,Get Out,9.0,"[""mystery"", ""thriller"", ""horror""]"
AstroNoud,137113,Edge of Tomorrow,8.0,"[""action"", ""science fiction""]"
CinemaSerf,1160360,If I Had Legs I'd Kick You,6.0,"[""drama""]"
gamerdave69,1017064,Night Always Comes,7.0,"[""drama"", ""crime"", ""thriller""]"
syn_user_00239,897961,Iron Lung,1.0,"[""horror"", ""science fiction"", ""mystery""]"
bladefd,729817,F1,7.0,"[""action"", ""drama""]"
CinemaSerf,373571,Godzilla: King of the Monsters,6.0,"[""science fiction"", ""action""]"
Bios System,883124,Fountain of Youth,6.0,"[""adventure"", ""history"", ""fantasy"", ""mystery""]"
Eky,98,Gladiator,10.0,"[""action"", ""drama"", ""adventure""]"
decatur555,1005802,Highest 2 Lowest,6.0,"[""crime"", ""thriller"", ""drama""]"
CinemaSerf,339403,Baby Driver,7.0,"[""action"", ""crime""]"
r96sk,17692,Jaws 3-D,5.0,"[""thriller"", ""horror""]"
Narate,163,Ocean's Twelve,7.0,"[""thriller"", ""crime""]"
CinemaSerf,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),4.0,"[""action"", ""crime""]"
MovieGuys,757725,Shadow Force,4.0,"[""action"", ""thriller""]"
sderrick,1172002,Bury the Devil,7.0,"[""horror"", ""thriller""]"
John Chard,620,Ghostbusters,8.0,"[""comedy"", ""fantasy""]"
nadjaclementine,463257,The Peanut Butter Falcon,7.0,"[""adventure"", ""comedy"", ""drama""]"
xercere,1213506,undertone,4.0,"[""horror"", ""mystery""]"
Narate,426063,Nosferatu,7.0,"[""horror"", ""fantasy""]"
bedipeters,1074891,Lilith Fair: Building a Mystery,9.0,"[""documentary"", ""music""]"
papiwarbucks,908389,The Surfer,9.0,"[""thriller"", ""drama""]"
Chris Sawin,1140535,Presence,5.0,"[""horror"", ""thriller"", ""drama""]"
Bulletproof5FDP,140607,Star Wars: The Force Awakens,8.0,"[""adventure"", ""action"", ""science fiction""]"
sderrick,927674,Pig Hill,6.0,"[""horror"", ""mystery""]"
miguelreina,978088,Heavyweight,7.0,"[""drama""]"
MovieGuys,426063,Nosferatu,7.0,"[""horror"", ""fantasy""]"
auro.pep,531178,Project Hail Mary,9.0,"[""science fiction"", ""adventure""]"
tmdb44006625,299536,Avengers: Infinity War,7.0,"[""adventure"", ""action"", ""science fiction""]"
Manuel São Bento,894205,Werewolf by Night,7.0,"[""action"", ""fantasy"", ""horror""]"
Unknownian,4922,The Curious Case of Benjamin Button,9.0,"[""drama"", ""fantasy"", ""romance""]"
syn_user_01466,967810,Send Help,9.0,"[""thriller"", ""horror"", ""comedy""]"
Manuel São Bento,466420,Killers of the Flower Moon,8.0,"[""crime"", ""history"", ""drama""]"
The Movie Mob,934433,Scream VI,8.0,"[""horror"", ""thriller"", ""crime""]"
Louisa Moore - Screen Zealots,776503,CODA,9.0,"[""drama"", ""music"", ""romance""]"
r96sk,49013,Cars 2,7.0,"[""animation"", ""family"", ""adventure"", ""comedy""]"
r96sk,573435,Bad Boys: Ride or Die,7.0,"[""action"", ""comedy"", ""crime""]"
syn_user_00649,869730,Citizen Sleuth,4.0,"[""documentary""]"
Nathan,71859,We Need to Talk About Kevin,5.0,"[""drama"", ""thriller""]"
Streaming Banter,1226951,To Get Her,7.0,"[""action""]"
John Chard,49018,Insidious,8.0,"[""horror"", ""thriller""]"
syn_user_01435,1146781,Turbulence,2.0,"[""action"", ""thriller"", ""adventure"", ""drama"", ""fantasy""]"
CinemaSerf,11087,The Hand That Rocks the Cradle,7.0,"[""drama"", ""thriller""]"
FLY_,675992,The Old Guard 2,6.0,"[""action"", ""fantasy""]"
CinemaSerf,739405,Operation Fortune: Ruse de Guerre,6.0,"[""action"", ""comedy"", ""thriller""]"
Rob,95,Armageddon,8.0,"[""action"", ""thriller"", ""science fiction"", ""adventure""]"
zorgonas,944042,Crime 101,2.0,"[""crime"", ""thriller""]"
BananaBreadHead,993826,I Don't Understand You,9.0,"[""horror"", ""comedy""]"
CinemaSerf,550,Fight Club,7.0,"[""drama"", ""thriller""]"
Tesa1217,850350,Last Ride,10.0,"[""thriller""]"
syn_user_01410,1009427,Madea's Destination Wedding,1.0,"[""comedy"", ""drama""]"
Filipe Manuel Neto,948,Halloween,5.0,"[""horror"", ""thriller""]"
syn_user_00857,1361091,The SpongeBob Movie: Search for SquarePants,3.0,"[""comedy"", ""animation"", ""family"", ""adventure"", ""fantasy""]"
Filipe Manuel Neto,137113,Edge of Tomorrow,7.0,"[""action"", ""science fiction""]"
Chris Sawin,1116201,Iron Lung,6.0,"[""horror"", ""science fiction"", ""mystery""]"
tempestwood,1319853,The Lost Chapter: Yuki's Revenge,6.0,"[""action"", ""animation"", ""fantasy""]"
joy.perry,874955,Relay,10.0,"[""thriller"", ""action"", ""drama""]"
CinemaSerf,9475,Scent of a Woman,7.0,"[""drama""]"
Gimly,9732,The Lion King II: Simba's Pride,4.0,"[""family"", ""adventure"", ""animation"", ""drama"", ""romance""]"
Copeland1994,1261317,Andrew Santino: White Noise,8.0,"[""comedy""]"
syn_user_01100,1361334,Strange Harvest,4.0,"[""horror"", ""crime"", ""mystery""]"
CinemaSerf,698687,Transformers One,7.0,"[""animation"", ""science fiction"", ""adventure"", ""family""]"
Gimly,381288,Split,6.0,"[""horror"", ""thriller""]"
boatoar,977350,Hallow Road,6.0,"[""thriller"", ""mystery"", ""horror""]"
syn_user_00924,900786,"Good Luck, Have Fun, Don't Die",9.0,"[""action"", ""science fiction"", ""comedy""]"
AdamMorgan,1079176,Sketch,7.0,"[""comedy"", ""fantasy"", ""adventure"", ""family""]"
GenerationofSwine,794,The Omen,10.0,"[""horror"", ""thriller""]"
myke2145,1163238,Armed Only with a Camera: The Life and Death of Brent Renaud,7.0,"[""documentary""]"
CinemaSerf,196,Back to the Future Part III,7.0,"[""adventure"", ""comedy"", ""science fiction""]"
JPV852,2501,The Bourne Identity,8.0,"[""action"", ""drama"", ""mystery"", ""thriller""]"
Dean,335984,Blade Runner 2049,4.0,"[""science fiction"", ""drama""]"
CinemaSerf,118,Charlie and the Chocolate Factory,6.0,"[""adventure"", ""comedy"", ""family"", ""fantasy""]"
r96sk,1124,The Prestige,9.0,"[""drama"", ""mystery"", ""science fiction""]"
GenerationofSwine,646,Dr. No,10.0,"[""adventure"", ""action"", ""thriller""]"
xxxGONZOxxx,1046229,Sunlight,8.0,"[""comedy"", ""drama""]"
Per Gunnar Jonsson,44264,True Grit,8.0,"[""drama"", ""adventure"", ""western""]"
FilmeRioD,9426,The Fly,10.0,"[""horror"", ""science fiction""]"
boatoar,556167,Clown in a Cornfield,6.0,"[""horror"", ""mystery"", ""thriller""]"
CinemaSerf,140300,Kung Fu Panda 3,7.0,"[""animation"", ""action"", ""adventure"", ""comedy"", ""family""]"
DarrenHynes,994448,Dead Mail,7.0,"[""horror"", ""thriller"", ""crime"", ""music"", ""mystery""]"
Ahmetaslan27,646389,Plane,6.0,"[""action"", ""adventure"", ""thriller""]"
Xiofire,1009138,Caught Stealing,6.0,"[""thriller"", ""crime"", ""comedy""]"
John Chard,55846,Blitz,6.0,"[""crime"", ""action"", ""thriller""]"
CinemaSerf,861,Total Recall,7.0,"[""action"", ""adventure"", ""science fiction""]"
Kamurai,326,Snakes on a Plane,7.0,"[""action"", ""thriller"", ""adventure"", ""crime"", ""horror""]"
Spritegirlfran72,1233091,Recipe for Romance,10.0,"[""romance""]"
syn_user_00008,1360242,Lemon-Aid,7.0,"[""horror"", ""comedy"", ""science fiction""]"
Gimly,335983,Venom,6.0,"[""science fiction"", ""action""]"
Gimly,269149,Zootopia,7.0,"[""animation"", ""adventure"", ""family"", ""comedy""]"
griggs79,933260,The Substance,10.0,"[""horror"", ""science fiction"", ""thriller""]"
DosAnjos,1054867,One Battle After Another,10.0,"[""thriller"", ""crime"", ""action""]"
elena,715474,The History of Sound,5.0,"[""romance"", ""music"", ""drama""]"
Brent Western,575264,Mission: Impossible - Dead Reckoning Part One,7.0,"[""action"", ""thriller"", ""adventure""]"
Per Gunnar Jonsson,281338,War for the Planet of the Apes,3.0,"[""drama"", ""science fiction"", ""war""]"
The Movie Mob,1635,The Island,9.0,"[""action"", ""thriller"", ""science fiction"", ""adventure""]"
Nathan,615777,Babylon,9.0,"[""drama"", ""comedy""]"
WereCatf,1069566,Altered,3.0,"[""science fiction"", ""action""]"
EugenWang,974420,Neighborhood Watch,7.0,"[""crime"", ""thriller""]"
Manuel São Bento,929590,Civil War,8.0,"[""war"", ""action"", ""drama""]"
John Chard,1091,The Thing,10.0,"[""horror"", ""mystery"", ""science fiction""]"
John Chard,2756,The Abyss,9.0,"[""adventure"", ""thriller"", ""science fiction""]"
CinemaSerf,446893,Trolls World Tour,6.0,"[""family"", ""animation"", ""comedy"", ""fantasy"", ""adventure"", ""music""]"
syn_user_00538,926796,Nonnas,6.0,"[""comedy""]"
r96sk,9336,Police Academy,6.0,"[""comedy"", ""crime""]"
vncs,882470,Echo Valley,4.0,"[""thriller"", ""drama""]"
SierraKiloBravo,467952,The Catcher Was a Spy,8.0,"[""drama"", ""war"", ""thriller"", ""history""]"
Roman,639933,The Northman,1.0,"[""action"", ""adventure"", ""fantasy""]"
CinemaSerf,812583,Wake Up Dead Man: A Knives Out Mystery,7.0,"[""thriller"", ""mystery"", ""comedy""]"
Reno,68735,Warcraft,8.0,"[""action"", ""adventure"", ""fantasy""]"
Louisa Moore - Screen Zealots,600354,The Father,6.0,"[""drama""]"
MarioCR,1005789,Roofman,5.0,"[""crime"", ""drama"", ""comedy""]"
Per Gunnar Jonsson,137113,Edge of Tomorrow,7.0,"[""action"", ""science fiction""]"
viha,360920,The Grinch,6.0,"[""family"", ""comedy"", ""animation""]"
CinemaSerf,4176,Murder on the Orient Express,8.0,"[""drama"", ""thriller"", ""mystery""]"
syn_user_01035,675992,The Old Guard 2,2.0,"[""action"", ""fantasy""]"
JPV852,4348,Pride & Prejudice,8.0,"[""drama"", ""romance""]"
syn_user_01408,1329357,Apple Music Live: Fred again..,5.0,"[""music""]"
okay0,1048115,The Luckiest Man in America,6.0,"[""game show"", ""drama"", ""history"", ""comedy""]"
Nelson,335983,Venom,9.0,"[""science fiction"", ""action""]"
Horseface,756999,The Black Phone,1.0,"[""horror"", ""thriller""]"
Per Gunnar Jonsson,209112,Batman v Superman: Dawn of Justice,2.0,"[""action"", ""adventure"", ""fantasy""]"
Tomizuka0829,1139260,Popeye's Revenge,6.0,"[""horror""]"
Enes,1368166,The Housemaid,4.0,"[""drama"", ""mystery"", ""thriller""]"
Kamurai,9820,The Parent Trap,7.0,"[""comedy"", ""family"", ""romance""]"
syn_user_00454,1360688,A Minecraft Movie,8.0,"[""adventure"", ""family"", ""comedy"", ""fantasy""]"
CinemaSerf,458156,John Wick: Chapter 3 - Parabellum,5.0,"[""action"", ""thriller"", ""crime""]"
miguelreina,1151462,The Serpent's Skin,7.0,"[""horror"", ""romance""]"
Wolfspirit13748,1116665,A Line of Fire,5.0,"[""action"", ""thriller""]"
Wuchak,68721,Iron Man 3,5.0,"[""action"", ""adventure"", ""science fiction""]"
jiaozhudezhuzhu,871499,Zootopia 2,8.0,"[""family"", ""comedy"", ""adventure"", ""animation"", ""mystery""]"
syn_user_01013,1146382,A Merry Little Ex-Mas,3.0,"[""romance"", ""comedy"", ""holiday""]"
WhyNotCallMeRo,873974,How to Train Your Dragon,8.0,"[""fantasy"", ""family"", ""action"", ""adventure""]"
bhttn,460087,The Fantastic 4: First Steps,7.0,"[""superhero"", ""science fiction"", ""adventure"", ""action""]"
zxki,1005777,Steve,6.0,"[""drama""]"
syn_user_00695,1020977,Eternity,1.0,"[""romance"", ""comedy"", ""drama""]"
r96sk,575265,Mission: Impossible - The Final Reckoning,8.0,"[""action"", ""thriller"", ""adventure""]"
jarvis-5251579,1167078,STRAW,9.0,"[""drama"", ""thriller"", ""crime""]"
Ahmetaslan27,1233575,Black Bag,5.0,"[""drama"", ""mystery"", ""thriller""]"
r96sk,850439,The Damned,7.0,"[""horror"", ""drama"", ""mystery""]"
MikeRgr,1206669,Wick Is Pain,7.0,"[""documentary""]"
DAVID TILAN,667538,Transformers: Rise of the Beasts,10.0,"[""science fiction"", ""adventure"", ""action""]"
syn_user_00190,871098,Adulthood,10.0,"[""comedy"", ""crime"", ""mystery""]"
jarvis-5251579,1047409,Christy,5.0,"[""drama"", ""history""]"
Andres Gomez,75656,Now You See Me,4.0,"[""thriller"", ""crime""]"
sderrick,949794,Deathgasm 2: Goremageddon,7.0,"[""comedy"", ""horror""]"
CinemaSerf,377,A Nightmare on Elm Street,7.0,"[""horror""]"
nggr,520763,A Quiet Place Part II,5.0,"[""science fiction"", ""thriller"", ""horror""]"
The Movie Mob,1726,Iron Man,10.0,"[""action"", ""science fiction"", ""adventure""]"
manicure,633799,The Running Man,5.0,"[""thriller"", ""action"", ""science fiction""]"
Capybarasan,1018063,Plainclothes,8.0,"[""drama"", ""romance"", ""crime""]"
The Movie Mob,545611,Everything Everywhere All at Once,8.0,"[""action"", ""adventure"", ""science fiction""]"
myke2145,763995,A Minecraft Movie,5.0,"[""adventure"", ""family"", ""comedy"", ""fantasy""]"
syn_user_00359,1360593,Eternity,5.0,"[""romance"", ""comedy"", ""drama""]"
Alunauwie,9603,Clueless,10.0,"[""comedy"", ""romance""]"
Manuel São Bento,624860,The Matrix Resurrections,4.0,"[""science fiction"", ""action"", ""adventure""]"
Manuel São Bento,1196573,She Rides Shotgun,7.0,"[""action"", ""thriller"", ""crime""]"
tempestwood,1168918,This Is Not a Test,7.0,"[""horror"", ""thriller""]"
manicure,1026370,After the Hunt,8.0,"[""drama""]"
syn_user_01085,812292,The Strangers: Chapter 2,5.0,"[""horror"", ""thriller""]"
Per Gunnar Jonsson,49521,Man of Steel,6.0,"[""action"", ""adventure"", ""science fiction""]"
daniel_carr,11324,Shutter Island,6.0,"[""drama"", ""thriller"", ""mystery""]"
dumasori,1114513,Speak No Evil,6.0,"[""horror"", ""thriller""]"
Wuchak,62,2001: A Space Odyssey,8.0,"[""science fiction"", ""mystery"", ""adventure""]"
ConTheKing,810123,Nobody 2,7.0,"[""action"", ""thriller""]"
syn_user_00327,947485,Fackham Hall,6.0,"[""comedy""]"
rig0r,897961,Iron Lung,6.0,"[""horror"", ""science fiction"", ""mystery""]"
justlarissa,1073379,Summer of 69,6.0,"[""comedy"", ""drama""]"
Klariis,853702,Superman,7.0,"[""superhero"", ""science fiction"", ""action"", ""adventure""]"
Peter89Spencer,274855,Geostorm,7.0,"[""action"", ""science fiction"", ""thriller""]"
ckbulldogs40,1010850,Playdate,6.0,"[""action"", ""comedy"", ""family""]"
LuceRedwood,897961,Iron Lung,8.0,"[""horror"", ""science fiction"", ""mystery""]"
Lenosova,1045938,Dangerous Animals,7.0,"[""horror"", ""thriller""]"
Kamurai,62213,Dark Shadows,7.0,"[""comedy"", ""fantasy""]"
myke2145,1000306,The Lost Bus,7.0,"[""thriller"", ""history""]"
Stephen Campbell,373571,Godzilla: King of the Monsters,7.0,"[""science fiction"", ""action""]"
starrystar,686060,Hamnet,1.0,"[""drama"", ""romance"", ""history""]"
OliverLaw,556167,Clown in a Cornfield,5.0,"[""horror"", ""mystery"", ""thriller""]"
Filipe Manuel Neto,4543,Monty Python's The Meaning of Life,4.0,"[""comedy""]"
CinemaSerf,10882,Sleeping Beauty,7.0,"[""fantasy"", ""animation"", ""romance"", ""family""]"
Gimly,564,The Mummy,7.0,"[""adventure"", ""action"", ""fantasy""]"
bobagrub,402167,Lilo & Stitch,4.0,"[""family"", ""science fiction"", ""comedy""]"
syn_user_00320,1189890,Hot Water,9.0,"[""drama""]"
KEROUAC1965,979297,Nuremberg,7.0,"[""history"", ""drama""]"
syn_user_01212,1160809,Mother's Pride,9.0,"[""comedy"", ""drama""]"
Gimly,181812,Star Wars: The Rise of Skywalker,7.0,"[""adventure"", ""action"", ""science fiction""]"
SWITCH.,400160,The SpongeBob Movie: Sponge on the Run,6.0,"[""family"", ""comedy"", ""adventure"", ""animation""]"
John Chard,245891,John Wick,7.0,"[""action"", ""thriller""]"
Manuel São Bento,718930,Bullet Train,7.0,"[""action"", ""comedy"", ""thriller""]"
badelf,1016084,BlackBerry,9.0,"[""comedy"", ""drama"", ""history""]"
Wuchak,251,Ghost,9.0,"[""fantasy"", ""thriller"", ""romance""]"
syn_user_00856,1272682,The Christmas Writer,4.0,"[""comedy"", ""romance""]"
syn_user_00082,1128543,Good Boy,5.0,"[""thriller"", ""drama"", ""mystery""]"
syn_user_00457,1245332,Unknown Number: The High School Catfish,7.0,"[""documentary""]"
Gimly,4543,Monty Python's The Meaning of Life,6.0,"[""comedy""]"
movieaddct,1080541,The Wrong Paris,8.0,"[""comedy"", ""romance""]"
CinemaSerf,848439,Firebrand,6.0,"[""drama"", ""history"", ""thriller""]"
CinemaSerf,549509,The Brutalist,7.0,"[""drama""]"
nsinger99,329,Jurassic Park,10.0,"[""adventure"", ""science fiction""]"
