index,split
2998,train
2999,val
3000,train
3001,test
3002,train
3003,val
3004,val
3005,train
3006,train
3007,val
3008,test
3009,train
3010,train
3011,train
3012,train
3013,test
3014,train
3015,train
3016,val
3017,val
3018,train
3019,train
3020,train
3021,train
3022,train
3023,val
3024,test
3025,train
3026,test
3027,train
3028,test
3029,train
3030,train
3031,val
3032,train
3033,train
3034,test
3035,train
3036,train
3037,val
3038,train
3039,test
3040,train
3041,train
3042,val
3043,test
3044,train
3045,train
3046,train
3047,train
3048,train
3049,train
3050,train
3051,train
3052,train
3053,test
3054,train
3055,test
3056,train
3057,train
3058,train
3059,val
3060,train
3061,train
3062,test
3063,train
3064,test
3065,test
3066,train
3067,train
3068,train
3069,train
3070,train
3071,train
3072,train
3073,train
3074,train
3075,train
3076,test
3077,train
3078,train
3079,train
3080,train
3081,test
3082,val
3083,train
3084,train
3085,test
3086,train
3087,train
3088,train
3089,train
3090,val
3091,test
3092,train
3093,val
3094,test
3095,val
3096,train
3097,train
3098,train
3099,test
3100,train
3101,train
3102,train
3103,train
3104,train
3105,train
3106,train
3107,train
3108,test
3109,train
3110,train
3111,train
3112,train
3113,val
3114,test
3115,train
3116,train
3117,train
3118,train
3119,train
3120,train
3121,test
3122,train
3123,train
3124,train
3125,train
3126,val
3127,val
3128,train
3129,test
3130,train
3131,train
3132,train
3133,train
3134,test
3135,test
3136,test
3137,train
3138,val
3139,train
3140,train
3141,train
3142,train
3143,val
3144,val
3145,test
3146,val
3147,train
3148,test
3149,val
3150,test
3151,train
3152,train
3153,train
3154,test
3155,train
3156,train
3157,test
3158,train
3159,train
3160,val
3161,train
3162,test
3163,test
3164,test
3165,train
3166,test
3167,test
3168,train
3169,val
3170,train
3171,test
3172,train
3173,val
3174,test
3175,train
3176,train
3177,val
3178,test
3179,train
3180,train
3181,train
3182,train
3183,train
3184,train
3185,train
3186,train
3187,test
3188,train
3189,train
3190,test
3191,train
3192,train
3193,test
3194,train
3195,train
3196,test
3197,test
3198,val
3199,train
3200,train
3201,test
3202,train
3203,test
3204,train
3205,train
3206,test
3207,train
3208,train
3209,val
3210,test
3211,val
3212,test
3213,train
3214,train
3215,train
3216,val
3217,train
3218,test
3219,train
3220,train
3221,train
3222,train
3223,val
3224,test
3225,train
3226,test
3227,val
3228,train
3229,train
3230,test
3231,train
3232,train
3233,train
3234,train
3235,val
3236,test
3237,test
3238,train
3239,train
3240,train
3241,train
3242,train
3243,test
3244,test
3245,train
3246,train
3247,test
3248,train
3249,val
3250,train
3251,train
3252,val
3253,train
3254,val
3255,train
3256,train
3257,test
3258,test
3259,train
3260,val
3261,test
3262,train
3263,test
3264,val
3265,train
3266,train
3267,train
3268,train
3269,test
3270,test
3271,train
3272,train
3273,train
3274,val
3275,test
3276,val
3277,val
3278,train
3279,test
3280,train
3281,val
3282,test
3283,train
3284,train
3285,train
3286,val
3287,train
3288,test
3289,train
3290,train
3291,val
3292,train
3293,test
3294,train
3295,train
3296,train
3297,val
3298,train
3299,train
3300,train
3301,test
3302,train
3303,train
3304,train
3305,train
3306,test
3307,train
3308,train
3309,val
3310,train
3311,test
3312,train
3313,val
3314,train
3315,val
3316,val
3317,test
3318,val
3319,train
3320,test
3321,train
3322,test
3323,train
3324,val
3325,train
3326,train
3327,train
3328,val
3329,train
3330,val
3331,train
3332,train
3333,test
3334,train
3335,test
3336,train
3337,test
3338,test
3339,train
3340,train
3341,test
3342,test
3343,train
3344,train
3345,val
3346,train
3347,train
3348,train
3349,train
3350,test
3351,train
3352,val
3353,train
3354,train
3355,test
3356,train
3357,test
3358,train
3359,train
3360,train
3361,train
3362,test
3363,train
3364,test
3365,train
3366,train
3367,test
3368,train
3369,train
3370,val
3371,test
3372,test
3373,train
3374,train
3375,train
3376,test
3377,val
3378,train
3379,test
3380,train
3381,train
3382,train
3383,train
3384,test
3385,val
3386,train
3387,train
3388,train
3389,train
3390,test
3391,train
3392,train
3393,train
3394,train
3395,test
3396,train
3397,train
3398,val
3399,train
3400,train
3401,train
3402,test
3403,test
3404,test
3405,train
3406,train
3407,train
3408,test
3409,train
3410,val
3411,train
3412,train
3413,test
3414,train
3415,test
3416,train
3417,test
3418,train
3419,val
3420,train
3421,test
3422,test
3423,train
3424,val
3425,train
3426,test
3427,train
3428,train
3429,train
3430,val
3431,train
3432,train
3433,train
3434,train
3435,train
3436,train
3437,test
3438,train
3439,train
3440,train
3441,test
3442,train
3443,val
3444,train
3445,train
3446,val
3447,train
3448,train
3449,test
3450,train
3451,test
3452,train
3453,test
3454,test
3455,val
3456,train
3457,val
3458,test
3459,train
3460,train
3461,train
3462,train
3463,val
3464,val
3465,val
3466,val
3467,train
3468,val
3469,train
3470,val
3471,test
3472,train
3473,train
3474,train
3475,train
3476,train
3477,train
3478,train
3479,train
3480,train
3481,train
3482,train
3483,val
3484,train
3485,train
3486,train
3487,train
3488,test
3489,val
3490,val
3491,test
3492,test
3493,test
3494,train
3495,test
3496,train
3497,test
3498,train
3499,test
3500,train
3501,train
3502,train
3503,train
3504,train
3505,train
3506,train
3507,train
3508,train
3509,train
3510,train
3511,train
3512,val
3513,train
3514,test
3515,val
3516,test
3517,test
3518,train
3519,train
3520,val
3521,train
3522,train
3523,test
3524,val
3525,train
3526,train
3527,test
3528,val
3529,test
3530,train
3531,test
3532,val
3533,train
3534,test
3535,val
3536,train
3537,train
3538,train
3539,train
3540,train
3541,val
3542,test
3543,train
3544,train
3545,test
3546,train
3547,train
3548,test
3549,val
3550,train
3551,val
3552,test
3553,train
3554,test
3555,train
3556,test
3557,train
3558,val
3559,test
3560,train
3561,train
3562,train
3563,train
3564,test
3565,train
3566,train
3567,train
3568,train
3569,train
3570,train
3571,train
3572,val
3573,train
3574,train
3575,train
3576,val
3577,test
3578,train
3579,train
3580,train
3581,train
3582,val
3583,val
3584,train
3585,train
3586,test
3587,train
3588,train
3589,test
3590,train
3591,test
3592,test
3593,train
3594,train
3595,val
3596,train
3597,train
3598,train
3599,val
3600,train
3601,test
3602,train
3603,train
3604,test
3605,train
3606,train
3607,val
3608,test
3609,train
3610,val
3611,train
3612,train
3613,train
3614,test
3615,train
3616,test
3617,train
3618,train
3619,test
3620,train
3621,val
3622,train
3623,train
3624,train
3625,train
3626,train
3627,test
3628,train
3629,val
3630,train
3631,test
3632,train
3633,train
3634,train
3635,train
3636,test
3637,val
3638,train
3639,train
3640,train
3641,val
3642,train
3643,train
3644,train
3645,train
3646,train
3647,val
3648,test
3649,train
3650,train
3651,train
3652,val
3653,test
3654,val
3655,train
3656,test
3657,train
3658,train
3659,train
3660,train
3661,test
3662,val
3663,train
3664,test
3665,train
3666,train
3667,train
3668,train
3669,train
3670,train
3671,test
3672,train
3673,train
3674,train
3675,test
3676,train
3677,train
3678,train
3679,test
3680,test
3681,train
3682,val
3683,val
3684,train
3685,val
3686,val
3687,train
3688,train
3689,val
3690,train
3691,test
3692,val
3693,val
3694,val
3695,train
3696,train
3697,train
3698,test
3699,train
3700,test
3701,train
3702,train
3703,train
3704,train
3705,test
3706,test
3707,val
3708,val
3709,train
3710,train
3711,train
3712,train
3713,val
3714,test
3715,val
3716,train
3717,train
3718,train
3719,test
3720,train
3721,train
3722,test
3723,train
3724,val
3725,train
3726,train
3727,train
3728,val
3729,test
3730,train
3731,test
3732,train
3733,train
3734,train
3735,test
3736,train
3737,train
3738,train
3739,train
3740,train
3741,train
3742,train
3743,train
3744,train
3745,val
3746,train
3747,train
3748,train
3749,test
3750,test
3751,val
3752,val
3753,train
3754,train
3755,test
3756,train
3757,test
3758,train
3759,train
3760,test
3761,train
3762,train
3763,train
3764,test
3765,train
3766,train
3767,train
3768,train
3769,train
3770,train
3771,test
3772,train
3773,train
3774,train
3775,val
3776,train
3777,train
3778,train
3779,train
3780,train
3781,test
3782,test
3783,test
3784,test
3785,test
3786,val
3787,train
3788,train
3789,test
3790,train
3791,test
3792,train
3793,train
3794,train
3795,test
3796,train
3797,train
3798,test
3799,val
3800,val
3801,test
3802,train
3803,train
3804,val
3805,val
3806,train
3807,test
3808,test
3809,train
3810,val
3811,test
3812,val
3813,train
3814,train
3815,train
3816,train
3817,train
3818,test
3819,train
3820,train
3821,train
3822,train
3823,test
3824,train
3825,train
3826,train
3827,test
3828,train
3829,train
3830,train
3831,test
3832,train
3833,train
3834,test
3835,train
3836,val
3837,val
3838,train
3839,train
3840,train
3841,val
3842,train
3843,train
3844,train
3845,train
3846,val
3847,train
3848,val
3849,test
3850,train
3851,train
3852,val
3853,train
3854,test
3855,test
3856,train
3857,test
3858,train
3859,train
3860,train
3861,test
3862,test
3863,test
3864,train
3865,train
3866,train
3867,val
3868,val
3869,train
3870,test
3871,train
3872,train
3873,train
3874,train
3875,train
3876,test
3877,train
3878,train
3879,test
3880,train
3881,test
3882,val
3883,train
3884,test
3885,train
3886,train
3887,val
3888,test
3889,train
3890,test
3891,val
3892,train
3893,test
3894,test
3895,val
3896,test
3897,train
3898,train
3899,train
3900,train
3901,train
3902,train
3903,val
3904,test
3905,train
3906,train
3907,val
3908,val
3909,train
3910,train
3911,test
3912,test
3913,val
3914,val
3915,test
3916,train
3917,train
3918,test
3919,test
3920,train
3921,test
3922,train
3923,train
3924,train
3925,train
3926,train
3927,train
3928,train
3929,train
3930,train
3931,train
3932,test
3933,test
3934,train
3935,train
3936,train
3937,train
3938,train
3939,val
3940,train
3941,train
3942,val
3943,train
3944,train
3945,train
3946,test
3947,train
3948,train
3949,train
3950,train
3951,test
3952,train
3953,test
3954,train
3955,val
3956,train
3957,train
3958,train
3959,train
3960,test
3961,test
3962,train
3963,train
3964,train
3965,train
3966,train
3967,test
3968,train
3969,train
3970,train
3971,train
3972,test
3973,train
3974,val
3975,test
3976,train
3977,test
3978,train
3979,val
3980,train
3981,test
3982,test
3983,train
3984,val
3985,val
3986,test
3987,train
3988,train
3989,test
3990,train
3991,test
3992,train
3993,train
3994,train
3995,train
3996,train
3997,train
3998,test
3999,train
4000,train
4001,train
4002,train
4003,train
4004,train
4005,train
4006,val
4007,train
4008,test
4009,train
4010,test
4011,val
4012,train
4013,train
4014,test
4015,train
4016,train
4017,train
4018,train
4019,test
4020,train
4021,train
4022,test
4023,train
4024,train
4025,train
4026,train
4027,val
4028,train
4029,train
4030,test
4031,train
4032,train
4033,test
4034,train
4035,train
4036,test
4037,test
4038,train
4039,train
4040,train
4041,val
4042,train
4043,train
4044,test
4045,train
4046,train
4047,train
4048,train
4049,train
4050,train
4051,test
4052,train
4053,test
4054,train
4055,train
4056,val
4057,train
4058,train
4059,test
4060,train
4061,val
4062,test
4063,test
4064,train
4065,train
4066,train
4067,val
4068,test
4069,train
4070,train
4071,train
4072,train
4073,train
4074,train
4075,train
4076,val
4077,test
4078,val
4079,train
4080,train
4081,test
4082,val
4083,train
4084,train
4085,val
4086,train
4087,test
4088,test
4089,train
4090,test
4091,train
4092,train
4093,train
4094,val
4095,val
4096,test
4097,train
4098,train
4099,val
4100,test
4101,test
4102,train
4103,train
4104,val
4105,train
4106,train
4107,train
4108,train
4109,val
4110,train
4111,train
4112,train
4113,train
4114,val
4115,train
4116,train
4117,train
4118,test
4119,train
4120,test
4121,train
4122,val
4123,val
4124,train
4125,test
4126,train
4127,val
4128,train
4129,train
4130,test
4131,train
4132,val
4133,train
4134,train
4135,train
4136,train
4137,train
4138,val
4139,train
4140,train
4141,train
4142,train
4143,train
4144,test
4145,test
4146,val
4147,train
4148,test
4149,train
4150,val
4151,train
4152,train
4153,val
4154,val
4155,test
4156,train
4157,train
4158,train
4159,train
4160,val
4161,test
4162,train
4163,train
4164,test
4165,train
4166,train
4167,train
4168,train
4169,test
4170,val
4171,train
4172,val
4173,train
4174,train
4175,train
4176,train
4177,train
4178,val
4179,test
4180,train
4181,train
4182,train
4183,val
4184,test
4185,test
4186,train
4187,train
4188,train
4189,train
4190,test
4191,train
4192,train
4193,train
4194,train
4195,val
4196,val
4197,train
4198,val
4199,train
4200,test
4201,train
4202,val
4203,val
4204,test
4205,val
4206,test
4207,train
4208,val
4209,test
4210,train
4211,train
4212,train
4213,test
4214,train
4215,train
4216,train
4217,train
4218,train
4219,train
4220,test
4221,train
4222,train
4223,train
4224,test
4225,train
4226,test
4227,train
4228,val
4229,test
4230,train
4231,train
4232,test
4233,train
4234,train
4235,train
4236,train
4237,train
4238,test
4239,train
4240,test
4241,train
4242,train
4243,train
4244,test
4245,train
4246,test
4247,train
4248,train
4249,train
4250,train
4251,train
4252,test
4253,train
4254,test
4255,val
4256,train
4257,test
4258,train
4259,test
4260,train
4261,val
4262,train
4263,train
4264,train
4265,train
4266,train
4267,train
4268,val
4269,train
4270,val
4271,train
4272,train
4273,train
4274,train
4275,train
4276,val
4277,train
4278,val
4279,train
4280,val
4281,train
4282,test
4283,train
4284,train
4285,test
4286,train
4287,train
4288,val
4289,test
4290,train
4291,test
4292,test
4293,train
4294,train
4295,test
4296,train
4297,train
4298,train
4299,train
4300,train
4301,test
4302,test
4303,train
4304,train
4305,test
4306,train
4307,train
4308,val
4309,train
4310,train
4311,train
4312,train
4313,train
4314,train
4315,train
4316,train
4317,train
4318,train
4319,train
4320,test
4321,val
4322,test
4323,val
4324,test
4325,train
4326,train
4327,train
4328,train
4329,train
4330,train
4331,val
4332,train
4333,test
4334,val
4335,train
4336,val
4337,test
4338,train
4339,val
4340,val
4341,train
4342,val
4343,test
4344,train
4345,val
4346,val
4347,test
4348,train
4349,train
4350,test
4351,train
4352,train
4353,test
4354,train
4355,train
4356,val
4357,test
4358,train
4359,train
4360,train
4361,train
4362,train
4363,train
4364,test
4365,val
4366,test
4367,train
4368,val
4369,test
4370,train
4371,val
4372,val
4373,val
4374,train
4375,train
4376,train
4377,train
4378,test
4379,train
4380,train
4381,test
4382,test
4383,train
4384,val
4385,train
4386,val
4387,train
4388,train
4389,test
4390,train
4391,train
4392,train
4393,train
4394,train
4395,train
4396,train
4397,test
4398,val
4399,train
4400,val
4401,test
4402,test
4403,val
4404,val
4405,train
4406,test
4407,val
4408,train
4409,train
4410,train
4411,train
4412,train
4413,train
4414,test
4415,test
4416,test
4417,train
4418,train
4419,train
4420,train
4421,train
4422,test
4423,train
4424,val
4425,train
4426,train
4427,test
4428,train
4429,train
4430,test
4431,val
4432,train
4433,train
4434,val
4435,train
4436,train
4437,train
4438,val
4439,test
4440,train
4441,test
4442,train
4443,train
4444,train
4445,val
4446,train
4447,train
4448,train
4449,test
4450,train
4451,train
4452,train
4453,train
4454,val
4455,val
4456,train
4457,val
4458,test
4459,train
4460,train
4461,train
4462,test
4463,train
4464,train
4465,test
4466,train
4467,val
4468,train
4469,test
4470,test
4471,train
4472,train
4473,train
4474,test
4475,train
4476,test
4477,test
4478,train
4479,test
4480,train
4481,train
4482,train
4483,train
4484,train
4485,train
4486,train
4487,train
4488,train
4489,train
4490,train
4491,test
4492,train
4493,train
4494,train
4495,train
4496,val
4497,train
4498,train
4499,test
4500,train
4501,val
4502,val
4503,train
4504,train
4505,train
4506,train
4507,train
4508,val
4509,test
4510,train
4511,train
4512,test
4513,train
4514,train
4515,train
4516,train
4517,test
4518,val
4519,test
4520,train
4521,train
4522,test
4523,train
4524,test
4525,train
4526,train
4527,test
4528,train
4529,train
4530,test
4531,test
4532,train
4533,train
4534,train
4535,train
4536,train
4537,train
4538,val
4539,train
4540,test
4541,train
4542,train
4543,val
4544,train
4545,train
4546,train
4547,train
4548,train
4549,train
4550,train
4551,train
4552,val
4553,train
4554,test
4555,train
4556,train
4557,train
4558,val
4559,val
4560,test
4561,train
4562,train
4563,train
4564,train
4565,val
4566,train
4567,val
4568,val
4569,train
4570,train
4571,train
4572,val
4573,test
4574,train
4575,train
4576,test
4577,train
4578,val
4579,train
4580,test
4581,test
4582,train
4583,train
4584,train
4585,val
4586,train
4587,val
4588,test
4589,train
4590,train
4591,train
4592,train
4593,train
4594,train
4595,train
4596,test
4597,train
4598,train
4599,train
4600,test
4601,test
4602,val
4603,test
4604,train
4605,train
4606,train
4607,train
4608,val
4609,train
4610,test
4611,val
4612,train
4613,test
4614,val
4615,test
4616,test
4617,val
4618,train
4619,train
4620,test
4621,train
4622,test
4623,test
4624,train
4625,test
4626,train
4627,train
4628,train
4629,train
4630,train
4631,train
4632,train
4633,train
4634,test
4635,train
4636,train
4637,test
4638,test
4639,train
4640,train
4641,train
4642,train
4643,test
4644,train
4645,train
4646,val
4647,test
4648,train
4649,test
4650,train
4651,train
4652,train
4653,train
4654,train
4655,train
4656,val
4657,train
4658,train
4659,train
4660,test
4661,train
4662,val
4663,train
4664,train
4665,train
4666,test
4667,val
4668,train
4669,train
4670,train
4671,val
4672,test
4673,val
4674,train
4675,train
4676,test
4677,train
4678,train
4679,test
4680,train
4681,train
4682,train
4683,test
4684,test
4685,train
4686,test
4687,val
4688,val
4689,train
4690,train
4691,val
4692,train
4693,train
4694,test
4695,train
4696,test
4697,val
4698,val
4699,test
4700,train
4701,test
4702,train
4703,val
4704,val
4705,train
4706,test
4707,val
4708,train
4709,test
4710,train
4711,train
4712,val
4713,test
4714,train
4715,train
4716,train
4717,train
4718,test
4719,train
4720,test
4721,train
4722,test
4723,val
4724,test
4725,train
4726,train
4727,train
4728,train
4729,train
4730,test
4731,train
4732,train
4733,train
4734,train
4735,train
4736,test
4737,train
4738,val
4739,val
4740,train
4741,train
4742,train
4743,train
4744,val
4745,train
4746,test
4747,train
4748,train
4749,test
4750,train
4751,val
4752,train
4753,test
4754,train
4755,train
4756,train
4757,test
4758,train
4759,train
4760,train
4761,train
4762,train
4763,train
4764,test
4765,val
4766,train
4767,test
4768,test
4769,train
4770,train
4771,test
4772,train
4773,train
4774,val
4775,train
4776,test
4777,train
4778,val
4779,train
4780,train
4781,train
4782,train
4783,test
4784,train
4785,test
4786,train
4787,train
4788,val
4789,test
4790,val
4791,val
4792,test
4793,val
4794,train
4795,train
4796,val
4797,train
4798,val
4799,train
4800,test
4801,train
4802,train
4803,train
4804,test
4805,train
4806,train
4807,val
4808,test
4809,train
4810,train
4811,test
4812,test
4813,test
4814,val
4815,train
4816,train
4817,train
4818,train
4819,val
4820,test
4821,train
4822,test
4823,train
4824,test
4825,train
4826,test
4827,train
4828,test
4829,test
4830,test
4831,val
4832,val
4833,train
4834,val
4835,test
4836,train
4837,train
4838,train
4839,train
4840,val
4841,train
4842,train
4843,test
4844,test
4845,train
4846,train
4847,train
4848,train
4849,train
4850,train
4851,test
4852,val
4853,train
4854,val
4855,train
4856,train
4857,val
4858,test
4859,train
4860,train
4861,train
4862,train
4863,val
4864,test
4865,val
4866,train
4867,test
4868,train
4869,val
4870,train
4871,val
4872,train
4873,train
4874,train
4875,train
4876,test
4877,val
4878,test
4879,train
4880,train
4881,val
4882,val
4883,train
4884,val
4885,test
4886,val
4887,train
4888,test
4889,train
4890,test
4891,train
4892,val
4893,train
4894,val
4895,test
4896,test
4897,test
4898,train
4899,train
4900,train
4901,train
4902,train
4903,train
4904,train
4905,test
4906,val
4907,test
4908,train
4909,test
4910,train
4911,test
4912,train
4913,train
4914,train
4915,train
4916,test
4917,train
4918,test
4919,train
4920,val
4921,train
4922,test
4923,val
4924,test
4925,train
4926,train
4927,val
4928,train
4929,train
4930,train
4931,val
4932,test
4933,train
4934,train
4935,test
4936,train
4937,val
4938,train
4939,train
4940,val
4941,test
4942,train
4943,val
4944,train
4945,val
4946,train
4947,test
4948,train
4949,train
4950,test
4951,val
4952,val
4953,train
4954,test
4955,train
4956,train
4957,val
4958,test
4959,val
4960,val
4961,test
4962,train
4963,test
4964,train
4965,train
4966,test
4967,train
4968,test
4969,test
4970,train
4971,val
4972,val
4973,train
4974,test
4975,train
4976,train
4977,val
4978,train
4979,train
4980,train
4981,test
4982,train
4983,train
4984,train
4985,train
4986,val
4987,train
4988,val
4989,train
4990,test
4991,train
4992,train
4993,test
4994,train
4995,test
4996,train
4997,train
4998,train
4999,val
5000,train
5001,test
5002,test
5003,train
5004,val
5005,train
5006,train
5007,test
5008,train
5009,train
5010,train
5011,test
5012,train
5013,test
5014,test
5015,train
5016,train
5017,val
5018,train
5019,val
5020,train
5021,test
5022,train
5023,test
5024,val
5025,train
5026,train
5027,train
5028,train
5029,train
5030,train
5031,val
5032,train
5033,train
5034,test
5035,test
5036,val
5037,test
5038,train
5039,test
5040,train
5041,train
5042,val
5043,train
5044,train
5045,train
5046,test
5047,train
5048,train
5049,val
5050,train
5051,val
5052,test
5053,val
5054,val
5055,train
5056,train
5057,test
5058,train
5059,train
5060,test
5061,train
5062,train
5063,val
5064,train
5065,train
5066,train
5067,train
5068,val
5069,train
5070,train
5071,val
5072,train
5073,test
5074,val
5075,test
5076,train
5077,train
5078,test
5079,train
5080,test
5081,train
5082,train
5083,val
5084,train
5085,train
5086,val
5087,train
5088,test
5089,train
5090,test
5091,train
5092,train
5093,train
5094,test
5095,test
5096,train
5097,val
5098,train
5099,val
5100,test
5101,train
5102,train
5103,train
5104,val
5105,val
5106,train
5107,test
5108,train
5109,train
5110,test
5111,train
5112,train
5113,train
5114,test
5115,test
5116,val
5117,val
5118,test
5119,train
5120,test
5121,train
5122,train
5123,train
5124,test
5125,val
5126,train
5127,test
5128,train
5129,test
5130,test
5131,train
5132,test
5133,train
5134,train
5135,train
5136,val
5137,val
5138,val
5139,train
5140,train
5141,train
5142,test
5143,train
5144,train
5145,train
5146,train
5147,test
5148,test
5149,train
5150,train
5151,train
5152,train
5153,test
5154,train
5155,train
5156,val
5157,train
5158,val
5159,test
5160,train
5161,test
5162,val
5163,test
5164,test
5165,train
5166,test
5167,train
5168,train
5169,test
5170,val
5171,train
5172,train
5173,train
5174,train
5175,train
5176,train
5177,train
5178,test
5179,test
5180,train
5181,train
5182,train
5183,val
5184,train
5185,train
5186,train
5187,test
5188,train
5189,train
5190,train
5191,train
5192,train
5193,train
5194,test
5195,train
5196,train
5197,test
5198,train
5199,train
5200,train
5201,train
5202,train
5203,train
5204,train
5205,train
5206,train
5207,test
5208,train
5209,train
5210,train
5211,train
5212,train
5213,train
5214,test
5215,val
5216,train
5217,test
5218,train
5219,val
5220,train
5221,train
5222,train
5223,train
5224,train
5225,test
5226,test
5227,test
5228,test
5229,test
5230,val
5231,test
5232,train
5233,val
5234,train
5235,val
5236,test
5237,train
5238,train
5239,test
5240,train
5241,train
5242,test
5243,val
5244,train
5245,val
5246,val
5247,train
5248,test
5249,train
5250,train
5251,train
5252,test
5253,val
5254,train
5255,train
5256,test
5257,test
5258,train
5259,test
5260,train
5261,train
5262,train
5263,train
5264,train
5265,test
5266,train
5267,train
5268,train
5269,train
5270,test
5271,val
5272,train
5273,train
5274,train
5275,train
5276,test
5277,train
5278,train
5279,test
5280,train
5281,test
5282,train
5283,train
5284,train
5285,test
5286,train
5287,train
5288,val
5289,val
5290,test
5291,val
5292,val
5293,train
5294,train
5295,train
5296,train
5297,train
5298,val
5299,test
5300,val
5301,train
5302,train
5303,test
5304,val
5305,test
5306,train
5307,train
5308,train
5309,val
5310,train
5311,test
5312,val
5313,train
5314,train
5315,test
5316,train
5317,train
5318,test
5319,train
5320,val
5321,train
5322,train
5323,train
5324,test
5325,train
5326,train
5327,train
5328,train
5329,train
5330,train
5331,train
5332,train
5333,train
5334,test
5335,train
5336,train
5337,train
5338,train
5339,test
5340,train
5341,train
5342,train
5343,train
5344,train
5345,train
5346,val
5347,val
5348,train
5349,train
5350,train
5351,val
5352,test
5353,val
5354,val
5355,test
5356,test
5357,train
5358,test
5359,train
5360,train
5361,test
5362,train
5363,train
5364,test
5365,train
5366,test
5367,train
5368,train
5369,train
5370,train
5371,train
5372,train
5373,val
5374,test
5375,test
5376,train
5377,val
5378,test
5379,train
5380,train
5381,test
5382,test
5383,val
5384,test
5385,train
5386,train
5387,train
5388,train
5389,val
5390,train
5391,val
5392,val
5393,train
5394,train
5395,train
5396,train
5397,train
5398,train
5399,test
5400,train
5401,train
5402,train
5403,train
5404,train
5405,test
5406,train
5407,val
5408,train
5409,val
5410,test
5411,val
5412,val
5413,val
5414,train
5415,train
5416,train
5417,train
5418,train
5419,test
5420,val
5421,train
5422,train
5423,train
5424,train
5425,train
5426,train
5427,train
5428,test
5429,train
5430,val
5431,val
5432,train
5433,train
5434,test
5435,train
5436,train
5437,train
5438,train
5439,val
5440,train
5441,train
5442,train
5443,train
5444,train
5445,train
5446,train
5447,train
5448,train
5449,test
5450,train
5451,val
5452,val
5453,test
5454,train
5455,train
5456,train
5457,train
5458,train
5459,test
5460,train
5461,test
5462,val
5463,train
5464,test
5465,train
5466,test
5467,val
5468,train
5469,test
5470,train
5471,train
5472,train
5473,train
5474,train
5475,train
5476,train
5477,train
5478,train
5479,train
5480,train
5481,train
5482,train
5483,test
5484,train
5485,train
5486,train
5487,train
5488,train
5489,train
5490,train
5491,train
5492,train
5493,test
5494,test
5495,train
5496,test
5497,train
5498,train
5499,train
5500,train
5501,train
5502,train
5503,train
5504,train
5505,train
5506,train
5507,val
5508,train
5509,train
5510,train
5511,test
5512,train
5513,train
5514,train
5515,test
5516,train
5517,test
5518,train
5519,train
5520,train
5521,train
5522,test
5523,train
5524,train
5525,val
5526,train
5527,train
5528,train
5529,train
5530,train
5531,train
5532,test
5533,train
5534,train
5535,train
5536,train
5537,test
5538,test
5539,train
5540,train
5541,val
5542,val
5543,test
5544,train
5545,train
5546,test
5547,val
5548,val
5549,train
5550,train
5551,train
5552,val
5553,val
5554,train
5555,train
5556,train
5557,train
5558,train
5559,val
5560,test
5561,train
5562,train
5563,test
5564,train
5565,train
5566,val
5567,train
5568,train
5569,train
5570,train
5571,train
5572,train
5573,train
5574,train
5575,val
5576,train
5577,train
5578,train
5579,train
5580,train
5581,test
5582,test
5583,train
5584,train
5585,train
5586,train
5587,train
5588,test
5589,train
5590,train
5591,test
5592,train
5593,test
5594,train
5595,train
5596,train
5597,train
5598,test
5599,train
5600,train
5601,train
5602,test
5603,train
5604,train
5605,test
5606,train
5607,test
5608,val
5609,val
5610,train
5611,train
5612,test
5613,test
5614,train
5615,train
5616,train
5617,train
5618,train
5619,train
5620,train
5621,train
5622,train
5623,train
5624,test
5625,train
5626,train
5627,train
5628,train
5629,val
5630,test
5631,test
5632,test
5633,test
5634,val
5635,train
5636,train
5637,train
5638,train
5639,train
5640,train
5641,val
5642,train
5643,test
5644,train
5645,train
5646,val
5647,train
5648,train
5649,val
5650,train
5651,train
5652,val
5653,test
5654,train
5655,train
5656,val
5657,train
5658,test
5659,val
5660,train
5661,val
5662,train
5663,train
5664,train
5665,train
5666,val
5667,train
5668,train
5669,train
5670,train
5671,val
5672,train
5673,val
5674,train
5675,train
5676,train
5677,test
5678,train
5679,train
5680,train
5681,train
5682,train
5683,train
5684,val
5685,train
5686,test
5687,train
5688,val
5689,test
5690,train
5691,train
5692,train
5693,train
5694,val
5695,train
5696,train
5697,train
5698,train
5699,val
5700,train
5701,train
5702,train
5703,test
5704,test
5705,train
5706,train
5707,train
5708,train
5709,val
5710,train
5711,train
5712,test
5713,train
5714,train
5715,train
5716,test
5717,train
5718,test
5719,val
5720,train
5721,val
5722,train
5723,train
5724,train
5725,val
5726,train
5727,train
5728,val
5729,train
5730,val
5731,train
5732,val
5733,train
5734,train
5735,train
5736,train
5737,train
5738,train
5739,val
5740,val
5741,test
5742,train
5743,train
5744,train
5745,train
5746,train
5747,test
5748,train
5749,train
5750,train
5751,train
5752,train
5753,test
5754,test
5755,train
5756,test
5757,train
5758,val
5759,train
5760,test
5761,train
5762,val
5763,train
5764,val
5765,train
5766,train
5767,test
5768,train
5769,train
5770,val
5771,val
5772,test
5773,train
5774,train
5775,train
5776,train
5777,train
5778,train
5779,train
5780,train
5781,train
5782,train
5783,val
5784,train
5785,val
5786,val
5787,train
5788,train
5789,val
5790,train
5791,train
5792,val
5793,train
5794,train
5795,train
5796,train
